,Event_Name,Day,Setup,Pre-Event,Event_Start,Event_End,Post-Event,Takedown,Location,Formal_Name,Exp_Head_Count,Act. Head Count,Reservation Name,Reference #,Event Type,Organization,date,Location1
9468,FITNESS CLUB: ZUMBA,2/24/2022,2:00 PM,2:00 PM,2:00 PM,3:00 PM,3:00 PM,3:00 PM,RC DANCE A,Sports and Recreation Center 428 - Dance Studio A,,,,2022-ABPFVL,Athletic - Club Sport Practice,FITNESS CLUB,24/2/2022,RC
9469,FITNESS CLUB: ZUMBA,2/24/2022,2:00 PM,2:00 PM,2:00 PM,3:00 PM,3:00 PM,3:00 PM,RC DANCE A-B,Sports and Recreation Center 428/430 - Dance Sudio A&B Jointly,,,,2022-ABPFVL,Athletic - Club Sport Practice,FITNESS CLUB,24/2/2022,RC
9470,FITNESS CLUB: ZUMBA,2/24/2022,2:00 PM,2:00 PM,2:00 PM,3:00 PM,3:00 PM,3:00 PM,RC DANCE B,Sports and Recreation Center 430 - Dance Sudio B,,,,2022-ABPFVL,Athletic - Club Sport Practice,FITNESS CLUB,24/2/2022,RC
9471,FITNESS CLUB: ZUMBA,2/24/2022,2:00 PM,2:00 PM,2:00 PM,3:00 PM,3:00 PM,3:00 PM,RC DANCE B-C,Sports and Recreation Center 430/433 - Dance Sudio B&C Jointly,,,,2022-ABPFVL,Athletic - Club Sport Practice,FITNESS CLUB,24/2/2022,RC
9472,FITNESS CLUB: ZUMBA,2/24/2022,2:00 PM,2:00 PM,2:00 PM,3:00 PM,3:00 PM,3:00 PM,RC DANCE C,Sports and Recreation Center 433 - Dance Studio C,,,,2022-ABPFVL,Athletic - Club Sport Practice,FITNESS CLUB,24/2/2022,RC
9476,Pickleball Club Information,2/24/2022,2:00 PM,2:00 PM,2:00 PM,3:30 PM,3:30 PM,3:30 PM,CC INDOOR TABLE (4),Campus Center - Indoor Table #4,2,,,2022-ABPHXL,Table Sitting,Student Organization Council,24/2/2022,CC
9477,Alpha Phi HWA Office Hours,2/24/2022,2:00 PM,2:00 PM,2:00 PM,4:00 PM,4:00 PM,4:00 PM,IS 1965 CONFERENCE ROOM,"IS 207, Innovation Studio - 1965 Conference Room",10,,,2022-ABPDFM,Student - Meeting,ALPHA PHI,24/2/2022,IS
9481,WeConnect Day - How to Help Others,2/24/2022,2:00 PM,2:00 PM,2:00 PM,4:00 PM,4:00 PM,4:00 PM,UH 420,UH 420 - Unity Hall Classroom,50,,,2022-ABPGWM,Student - Training/Workshop,ACTIVE MINDS,24/2/2022,UH
9482,Reconnect with Business School,2/24/2022,2:00 PM,2:00 PM,2:00 PM,5:00 PM,5:00 PM,5:00 PM,CC INDOOR TABLE (1),Campus Center - Indoor Table #1,0,,,2022-ABPHWC,Exhibit,BUSINESS SCHOOL,24/2/2022,CC
9483,Reconnect with Business School,2/24/2022,2:00 PM,2:00 PM,2:00 PM,5:00 PM,5:00 PM,5:00 PM,CC INDOOR TABLE (2),Campus Center - Indoor Table #2,0,,,2022-ABPHWC,Exhibit,BUSINESS SCHOOL,24/2/2022,CC
9484,AYO Yoga Social Session,2/24/2022,3:00 PM,3:00 PM,3:00 PM,4:00 PM,4:00 PM,4:00 PM,RC DANCE,Sports and Recreation Center  428/430/433 - Dance Studio A/B/C Jointly,50,,,2022-ABPBSX,Student - Reception/Banquet/Social,ALPHA PSI OMEGA (AYO),24/2/2022,RC
9485,AYO Yoga Social Session,2/24/2022,3:00 PM,3:00 PM,3:00 PM,4:00 PM,4:00 PM,4:00 PM,RC DANCE A,Sports and Recreation Center 428 - Dance Studio A,50,,,2022-ABPBSX,Student - Reception/Banquet/Social,ALPHA PSI OMEGA (AYO),24/2/2022,RC
9486,AYO Yoga Social Session,2/24/2022,3:00 PM,3:00 PM,3:00 PM,4:00 PM,4:00 PM,4:00 PM,RC DANCE A-B,Sports and Recreation Center 428/430 - Dance Sudio A&B Jointly,50,,,2022-ABPBSX,Student - Reception/Banquet/Social,ALPHA PSI OMEGA (AYO),24/2/2022,RC
9487,AYO Yoga Social Session,2/24/2022,3:00 PM,3:00 PM,3:00 PM,4:00 PM,4:00 PM,4:00 PM,RC DANCE B,Sports and Recreation Center 430 - Dance Sudio B,50,,,2022-ABPBSX,Student - Reception/Banquet/Social,ALPHA PSI OMEGA (AYO),24/2/2022,RC
9488,AYO Yoga Social Session,2/24/2022,3:00 PM,3:00 PM,3:00 PM,4:00 PM,4:00 PM,4:00 PM,RC DANCE B-C,Sports and Recreation Center 430/433 - Dance Sudio B&C Jointly,50,,,2022-ABPBSX,Student - Reception/Banquet/Social,ALPHA PSI OMEGA (AYO),24/2/2022,RC
9489,AYO Yoga Social Session,2/24/2022,3:00 PM,3:00 PM,3:00 PM,4:00 PM,4:00 PM,4:00 PM,RC DANCE C,Sports and Recreation Center 433 - Dance Studio C,50,,,2022-ABPBSX,Student - Reception/Banquet/Social,ALPHA PSI OMEGA (AYO),24/2/2022,RC
9490,MA3825 Office Hour,2/24/2022,3:00 PM,3:00 PM,3:00 PM,4:00 PM,4:00 PM,4:00 PM,SH 014,Stratton Hall 014 - Math Meeting Room,10,,,2022-ABNZMA,Student - Meeting,MORGAN TEACHING & LEARNING CENTER,24/2/2022,SH
9499,Sound Logic Tenor-Bass Acapella,2/24/2022,3:00 PM,3:00 PM,3:00 PM,6:00 PM,6:00 PM,6:00 PM,AH B06,Alden Hall B06 - Janet Earle Room,5,,,2022-ABPJMX,Student - Performance/Rehearsal,SOUND LOGIC,24/2/2022,AH
9505,FITNESS CLUB: MEDITATION,2/24/2022,4:00 PM,4:00 PM,4:00 PM,5:00 PM,5:00 PM,5:00 PM,RC DANCE,Sports and Recreation Center  428/430/433 - Dance Studio A/B/C Jointly,40,0,,2021-ABNSXR,Athletic - Club Sport Practice,FITNESS CLUB,24/2/2022,RC
9506,FITNESS CLUB: MEDITATION,2/24/2022,4:00 PM,4:00 PM,4:00 PM,5:00 PM,5:00 PM,5:00 PM,RC DANCE A,Sports and Recreation Center 428 - Dance Studio A,40,0,,2021-ABNSXR,Athletic - Club Sport Practice,FITNESS CLUB,24/2/2022,RC
9507,FITNESS CLUB: MEDITATION,2/24/2022,4:00 PM,4:00 PM,4:00 PM,5:00 PM,5:00 PM,5:00 PM,RC DANCE A-B,Sports and Recreation Center 428/430 - Dance Sudio A&B Jointly,40,0,,2021-ABNSXR,Athletic - Club Sport Practice,FITNESS CLUB,24/2/2022,RC
9508,FITNESS CLUB: MEDITATION,2/24/2022,4:00 PM,4:00 PM,4:00 PM,5:00 PM,5:00 PM,5:00 PM,RC DANCE B,Sports and Recreation Center 430 - Dance Sudio B,40,0,,2021-ABNSXR,Athletic - Club Sport Practice,FITNESS CLUB,24/2/2022,RC
9509,FITNESS CLUB: MEDITATION,2/24/2022,4:00 PM,4:00 PM,4:00 PM,5:00 PM,5:00 PM,5:00 PM,RC DANCE B-C,Sports and Recreation Center 430/433 - Dance Sudio B&C Jointly,40,0,,2021-ABNSXR,Athletic - Club Sport Practice,FITNESS CLUB,24/2/2022,RC
9510,FITNESS CLUB: MEDITATION,2/24/2022,4:00 PM,4:00 PM,4:00 PM,5:00 PM,5:00 PM,5:00 PM,RC DANCE C,Sports and Recreation Center 433 - Dance Studio C,40,0,,2021-ABNSXR,Athletic - Club Sport Practice,FITNESS CLUB,24/2/2022,RC
9513,SAS Exec C-Term,2/24/2022,4:00 PM,4:00 PM,4:00 PM,5:00 PM,5:00 PM,5:00 PM,IS 1965 CONFERENCE ROOM,"IS 207, Innovation Studio - 1965 Conference Room",14,,,2021-ABNVZP,Student - Meeting,STUDENT ALUMNI SOCIETY,24/2/2022,IS
9514,Yoga with the Business School,2/24/2022,4:00 PM,4:00 PM,4:00 PM,5:00 PM,5:00 PM,5:00 PM,RILEY COMMONS,Riley Commons,25,0,,2022-ABNXDK,Athletic - Receational Activity,BUSINESS SCHOOL,24/2/2022,RILEY
9516,Robotics Engineering Trivia,2/24/2022,4:00 PM,4:00 PM,4:00 PM,6:00 PM,6:00 PM,6:00 PM,UH 243,UH 243 - Nancy and Mike Abrams ’77 Multi-use Lounge and Creative Zone,40,,,2022-ABPJFS,Student - Reception/Banquet/Social,ROBOTICS ENGINEERING PROGRAM,24/2/2022,UH
9522,College Democrats GBM,2/24/2022,4:50 PM,5:00 PM,5:00 PM,6:00 PM,6:30 PM,6:30 PM,SL 011,Salisbury Labs 011 - Classroom,20,,,2022-ABNXZP,Student - Meeting,COLLEGE DEMOCRATS,24/2/2022,SL
9524,APO Formal Committee,2/24/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,UH 446,UH 446 - Unity Hall Tech Suite,4,,,2022-ABPDHB,Student - Meeting,ALPHA PHI OMEGA,24/2/2022,UH
9525,APO Formal Committee,2/24/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,UH 471,UH 471 - Unity Hall Conference Room (Registrar),10,,,2022-ABPDHM,Student - Meeting,ALPHA PHI OMEGA,24/2/2022,UH
9526,Association of Computing Machinery GBM,2/24/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,UH 420,UH 420 - Unity Hall Classroom,30,,,2022-ABPBQC,Student - Meeting,ASSOCIATION OF COMPUTING MACHINERY,24/2/2022,UH
9528,EWB C-term Exec Meetings,2/24/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,IS 1965 CONFERENCE ROOM,"IS 207, Innovation Studio - 1965 Conference Room",12,,,2022-ABNXPR,Student - Meeting,ENGINEERS WITHOUT BORDERS,24/2/2022,IS
9529,Formal Committee Meeting,2/24/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,UH 445,UH 445 - Neil McDonough/FLEXCon Collaboration Space,5,,,2022-ABPCKA,Student - Meeting,ALPHA PHI OMEGA,24/2/2022,UH
9530,Hou Wedding,2/24/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,HH GREAT HALL,Higgins House - Great Hall,15,0,,2022-ABPHBH,Shower/Wedding/Anniversary,EVENTS OFFICE,24/2/2022,HH
9531,HPRC GBM,2/24/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,SL 115,Salisbury Labs 115 - Kinnicutt Hall,100,,,2022-ABNWWB,Student - Meeting,AMER INST OF AERONTCS & ASTRONTCS,24/2/2022,SL
9534,MSD Elections,2/24/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,SL 105,Salisbury Labs 105 - Classroom,25,,,2022-ABNXPJ,Student - Meeting,MU SIGMA DELTA (MSD),24/2/2022,SL
9535,Newman Club Weekday Mass,2/24/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,RILEY COMMONS,Riley Commons,15,0,,2021-ABNSAV,Student - Meeting,NEWMAN CLUB,24/2/2022,RILEY
9536,ODK Exec Meetings,2/24/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,CC PETERSON,Campus Center 304 - Peterson Conference Room,7,,,2022-ABNXRM,Student - Meeting,OMICRON DELTA KAPPA (ODK),24/2/2022,CC
9537,Pi Tau Sigma GBM,2/24/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,HL 154,Higgins Labs 154 - Classroom,30,,,2022-ABNWRR,Student - Meeting,PI TAU SIGMA,24/2/2022,HL
9538,VSA Practice,2/24/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,UH 405,UH 405 - Unity Hall Classroom,10,,,2022-ABPAVT,Student - Meeting,VIETNAMESE STUDENT ASSOCIATION,24/2/2022,UH
9540,PRACTICE: DANCE TEAM,2/24/2022,5:00 PM,5:00 PM,5:00 PM,6:30 PM,6:30 PM,6:30 PM,RC DANCE A,Sports and Recreation Center 428 - Dance Studio A,30,0,,2021-ABNTQC,Athletic - Club Sport Practice,DANCE TEAM,24/2/2022,RC
9541,PRACTICE: DANCE TEAM,2/24/2022,5:00 PM,5:00 PM,5:00 PM,6:30 PM,6:30 PM,6:30 PM,RC DANCE A-B,Sports and Recreation Center 428/430 - Dance Sudio A&B Jointly,30,0,,2021-ABNTQC,Athletic - Club Sport Practice,DANCE TEAM,24/2/2022,RC
9542,PRACTICE: DANCE TEAM,2/24/2022,5:00 PM,5:00 PM,5:00 PM,6:30 PM,6:30 PM,6:30 PM,RC DANCE B,Sports and Recreation Center 430 - Dance Sudio B,30,0,,2021-ABNTQC,Athletic - Club Sport Practice,DANCE TEAM,24/2/2022,RC
9544,CONCERT BAND/ORCHESTRA REHEARSALS,2/24/2022,5:00 PM,5:00 PM,5:00 PM,7:00 PM,7:00 PM,7:00 PM,AH GH,Alden Hall 108 - Great Hall,80,,,2021-ABNKNA,Student - Performance/Rehearsal,HUMANITIES & ARTS,24/2/2022,AH
9548,CONTEST: NEWMAC SEMIFINALS,2/24/2022,5:00 PM,7:00 PM,7:00 PM,9:30 PM,9:30 PM,9:30 PM,HA 102,Harrington Auditorium - Main Floor,300,0,,2021-ABMWMT,Athletic - Contest,ATHLETICS,24/2/2022,HA
9549,CONTEST: NEWMAC SEMIFINALS,2/24/2022,5:00 PM,7:00 PM,7:00 PM,9:30 PM,9:30 PM,9:30 PM,HA 115 ATHLETIC TEAM MTG RM,Harrington Auditorium - Athletic Team Meeting Room,300,0,,2021-ABMWMT,Athletic - Contest,ATHLETICS,24/2/2022,HA
9553,SHPE EXEC,2/24/2022,5:30 PM,5:30 PM,5:30 PM,6:30 PM,6:30 PM,6:30 PM,FL BECKETT CONF RM,Fuller Labs - Beckett Conference Room,10,,,2022-ABPAHK,Student - Meeting,SOCIETY OF HISPANIC & PROF ENGINEERS,24/2/2022,FL
9554,Equestrian Team Executive Board Meeting,2/24/2022,5:30 PM,5:30 PM,5:30 PM,7:00 PM,7:00 PM,7:00 PM,FL 311,Fuller Labs 311 - Classroom,10,,,2021-ABNWBG,Student - Meeting,EQUESTRIAN TEAM,24/2/2022,FL
9556,ACS GB Meetings,2/24/2022,6:00 PM,6:00 PM,6:00 PM,7:00 PM,7:00 PM,7:00 PM,HL 218,Higgins Labs 218 - Discovery Classroom,25,,,2021-ABNVDV,Student - Meeting,COLLEGES AGAINST CANCER,24/2/2022,HL
9558,RBE2001 Review Sessions,2/24/2022,6:00 PM,6:00 PM,6:00 PM,7:00 PM,7:00 PM,7:00 PM,AK 233,Atwater Kent 233 - Classroom,70,,,2022-ABNXMZ,Student - Study Session/Review,Non-Sponsored Academic,24/2/2022,AK
9559,SPS GBM,2/24/2022,6:00 PM,6:00 PM,6:00 PM,7:00 PM,7:00 PM,7:00 PM,OH 109,Olin Hall 109 - Classroom,20,,,2022-ABPCHR,Student - Meeting,SOCIETY OF PHYSICS STUDENTS,24/2/2022,OH
9560,Green Team Committee Meeting -Divest WPI,2/24/2022,6:00 PM,6:00 PM,6:00 PM,7:30 PM,7:30 PM,7:30 PM,UH 420,UH 420 - Unity Hall Classroom,15,,,2022-ABNXXH,Student - Meeting,GREEN TEAM,24/2/2022,UH
9561,HPRC Embedded Systems Software Meeting,2/24/2022,6:00 PM,6:00 PM,6:00 PM,8:00 PM,8:00 PM,8:00 PM,HL 154,Higgins Labs 154 - Classroom,20,,,2022-ABNXXB,Student - Meeting,AMER INST OF AERONTCS & ASTRONTCS,24/2/2022,HL
9562,NSBE Study Hall,2/24/2022,6:00 PM,6:00 PM,6:00 PM,8:00 PM,8:00 PM,8:00 PM,UH 243,UH 243 - Nancy and Mike Abrams ’77 Multi-use Lounge and Creative Zone,20,,,2022-ABPDQG,Student - Study Session/Review,NATIONAL SOCIETY OF BLACK ENGINEERS,24/2/2022,UH
9564,AV Movie Night,2/24/2022,6:00 PM,6:00 PM,6:00 PM,10:00 PM,10:00 PM,10:00 PM,SL 105,Salisbury Labs 105 - Classroom,30,,,2022-ABNXFQ,Student - Reception/Banquet/Social,ALDEN VOICES,24/2/2022,SL
9565,PRACTICE: SOMA,2/24/2022,6:30 PM,6:30 PM,6:30 PM,7:30 PM,7:30 PM,7:30 PM,RC DANCE A,Sports and Recreation Center 428 - Dance Studio A,40,0,,2021-ABNTQV,Athletic - Club Sport Practice,SOCIETY OF MARTIAL ARTS (SOMA),24/2/2022,RC
9566,PRACTICE: SOMA,2/24/2022,6:30 PM,6:30 PM,6:30 PM,7:30 PM,7:30 PM,7:30 PM,RC DANCE A-B,Sports and Recreation Center 428/430 - Dance Sudio A&B Jointly,40,0,,2021-ABNTQV,Athletic - Club Sport Practice,SOCIETY OF MARTIAL ARTS (SOMA),24/2/2022,RC
9567,PRACTICE: SOMA,2/24/2022,6:30 PM,6:30 PM,6:30 PM,7:30 PM,7:30 PM,7:30 PM,RC DANCE B,Sports and Recreation Center 430 - Dance Sudio B,40,0,,2021-ABNTQV,Athletic - Club Sport Practice,SOCIETY OF MARTIAL ARTS (SOMA),24/2/2022,RC
9568,PRACTICE: STEP TEAM,2/24/2022,6:30 PM,6:30 PM,6:30 PM,7:30 PM,7:30 PM,7:30 PM,RC DANCE C,Sports and Recreation Center 433 - Dance Studio C,30,,,2021-ABNTQS,Athletic - Club Sport Practice,STEP TEAM,24/2/2022,RC
9569,Cybersecurity Club General Body Meeting,2/24/2022,6:50 PM,6:50 PM,7:00 PM,8:00 PM,8:10 PM,8:10 PM,FL PH-LWR,Fuller Labs - Perreault Hall - Lower Section,40,,,2022-ABNWVD,Student - Meeting,CYBER SECURITY CLUB,24/2/2022,FL
9570,OMA Game Night,2/24/2022,7:00 PM,7:00 PM,7:00 PM,8:00 PM,8:00 PM,8:00 PM,OASIS HOUSE - ALL SPACES,Oasis House - All Spaces,20,,,2022-ABPAAN,Meeting,MULTICULTURAL AFFAIRS,24/2/2022,OASIS
9571,OMA Game Night,2/24/2022,7:00 PM,7:00 PM,7:00 PM,8:00 PM,8:00 PM,8:00 PM,OASIS HOUSE - KITCHEN,Oasis House - Kitchen,20,,,2022-ABPAAN,Meeting,MULTICULTURAL AFFAIRS,24/2/2022,OASIS
9572,OMA Game Night,2/24/2022,7:00 PM,7:00 PM,7:00 PM,8:00 PM,8:00 PM,8:00 PM,OASIS HOUSE - YARD,Oasis House - Yard (no Grill),20,,,2022-ABPAAN,Meeting,MULTICULTURAL AFFAIRS,24/2/2022,OASIS
9574,Wireless Association General Meeting,2/24/2022,7:00 PM,7:00 PM,7:00 PM,8:00 PM,8:00 PM,8:00 PM,OH 107,Olin Hall 107 - Lecture Hall,15,,,2022-ABNXRH,Student - Meeting,WIRELESS ASSOCIATION,24/2/2022,OH
9575,"African Drumming Ensemble, Jeremy Cohen",2/24/2022,7:00 PM,7:00 PM,7:00 PM,9:00 PM,9:00 PM,9:00 PM,AH B06,Alden Hall B06 - Janet Earle Room,45,,,2022-ABPAKT,Performance/Rehearsal,HUMANITIES & ARTS,24/2/2022,AH
9576,INTRAMURALS: BASKETBALL,2/24/2022,7:00 PM,7:00 PM,7:00 PM,11:00 PM,11:00 PM,11:00 PM,RC COURT 1,Sports and Recreation Center - Court 1,60,0,,2021-ABMMKV,Athletic - Intramurals,"PHYS ED, ATHLETICS, & RECREATION",24/2/2022,RC
9577,INTRAMURALS: BASKETBALL,2/24/2022,7:00 PM,7:00 PM,7:00 PM,11:00 PM,11:00 PM,11:00 PM,RC COURT 1-2,Sports and Recreation Center - Court 1 & 2 Jointly,60,0,,2021-ABMMKV,Athletic - Intramurals,"PHYS ED, ATHLETICS, & RECREATION",24/2/2022,RC
9578,INTRAMURALS: BASKETBALL,2/24/2022,7:00 PM,7:00 PM,7:00 PM,11:00 PM,11:00 PM,11:00 PM,RC COURT 2,Sports and Recreation Center - Court 2,60,0,,2021-ABMMKV,Athletic - Intramurals,"PHYS ED, ATHLETICS, & RECREATION",24/2/2022,RC
9579,The Social Committee - Films Movie Night,2/24/2022,7:30 PM,7:30 PM,7:30 PM,10:00 PM,10:00 PM,10:00 PM,FL PH-UPR,Fuller Labs - Perreault Hall - Upper Section,50,,,2022-ABPADX,Student - Film/Movie,SOCCOMM,24/2/2022,FL
9580,Fight Practice,2/24/2022,7:30 PM,7:30 PM,7:30 PM,10:30 PM,10:30 PM,10:30 PM,RILEY COMMONS,Riley Commons,20,0,,2021-ABNTZN,Student - Meeting,SOCIETY FOR MEDIEVAL ARTS & SCIENCES,24/2/2022,RILEY
9581,SMAS Boffer Games,2/24/2022,7:30 PM,7:30 PM,7:30 PM,10:30 PM,10:30 PM,10:30 PM,AH GH,Alden Hall 108 - Great Hall,20,0,,2022-ABPCDN,Student - Competition,SOCIETY FOR MEDIEVAL ARTS & SCIENCES,24/2/2022,AH
9582,Wachusett Movie Night,2/24/2022,7:30 PM,7:30 PM,7:30 PM,10:30 PM,10:30 PM,10:30 PM,KH 204,Kaven Hall 204 - Classroom,18,18,,2022-ABPFBA,Student - Film/Movie,RESIDENT ADVISOR PROGRAM,24/2/2022,KH
9583,ROBOTICS: VEXU,2/24/2022,7:30 PM,7:30 PM,7:30 PM,11:00 PM,11:00 PM,11:00 PM,RC ROBOT,Sports and Recreation Center 250 - Robotic Pit Area,10,,,2021-ABNNQK,Student - Meeting,ROBOTICS CLUB,24/2/2022,RC
9584,KilroySketchComedy GBM,2/24/2022,8:00 PM,8:00 PM,8:00 PM,9:00 PM,9:00 PM,9:00 PM,SL 115,Salisbury Labs 115 - Kinnicutt Hall,15,,,2022-ABNXZH,Student - Meeting,KILROY SKETCH COMEDY,24/2/2022,SL
9585,Battlebots Live,2/24/2022,8:00 PM,8:00 PM,8:00 PM,10:00 PM,10:00 PM,10:00 PM,AK 116,Atwater Kent 116 - Newell Hall,15,0,,2022-ABNZCF,Student - Meeting,ROBOTICS CLUB,24/2/2022,AK
9586,HPRC Payload Mechanical Meeting,2/24/2022,8:30 PM,8:30 PM,8:30 PM,9:30 PM,9:30 PM,9:30 PM,UH 520,UH 520 - Unity Hall Classroom,30,,,2022-ABNXXG,Student - Meeting,AMER INST OF AERONTCS & ASTRONTCS,24/2/2022,UH
9587,PRACTICE: BALLROOM DANCE,2/24/2022,8:30 PM,8:30 PM,8:30 PM,10:30 PM,10:30 PM,10:30 PM,RC DANCE,Sports and Recreation Center  428/430/433 - Dance Studio A/B/C Jointly,30,0,,2021-ABNTQB,Athletic - Club Sport Practice,BALLROOM DANCE TEAM,24/2/2022,RC
9588,PRACTICE: BALLROOM DANCE,2/24/2022,8:30 PM,8:30 PM,8:30 PM,10:30 PM,10:30 PM,10:30 PM,RC DANCE A,Sports and Recreation Center 428 - Dance Studio A,30,0,,2021-ABNTQB,Athletic - Club Sport Practice,BALLROOM DANCE TEAM,24/2/2022,RC
9589,PRACTICE: BALLROOM DANCE,2/24/2022,8:30 PM,8:30 PM,8:30 PM,10:30 PM,10:30 PM,10:30 PM,RC DANCE A-B,Sports and Recreation Center 428/430 - Dance Sudio A&B Jointly,30,0,,2021-ABNTQB,Athletic - Club Sport Practice,BALLROOM DANCE TEAM,24/2/2022,RC
9590,PRACTICE: BALLROOM DANCE,2/24/2022,8:30 PM,8:30 PM,8:30 PM,10:30 PM,10:30 PM,10:30 PM,RC DANCE B,Sports and Recreation Center 430 - Dance Sudio B,30,0,,2021-ABNTQB,Athletic - Club Sport Practice,BALLROOM DANCE TEAM,24/2/2022,RC
9591,PRACTICE: BALLROOM DANCE,2/24/2022,8:30 PM,8:30 PM,8:30 PM,10:30 PM,10:30 PM,10:30 PM,RC DANCE B-C,Sports and Recreation Center 430/433 - Dance Sudio B&C Jointly,30,0,,2021-ABNTQB,Athletic - Club Sport Practice,BALLROOM DANCE TEAM,24/2/2022,RC
9592,PRACTICE: BALLROOM DANCE,2/24/2022,8:30 PM,8:30 PM,8:30 PM,10:30 PM,10:30 PM,10:30 PM,RC DANCE C,Sports and Recreation Center 433 - Dance Studio C,30,0,,2021-ABNTQB,Athletic - Club Sport Practice,BALLROOM DANCE TEAM,24/2/2022,RC
9603,Gompei's Olympic Birthday: Goat for Gold,2/25/2022,7:00 AM,10:00 AM,10:00 AM,3:00 PM,3:00 PM,4:00 PM,CC ODEUM A,Campus Center 341 - Odeum A,400,0,,2022-ABNZRS,Student - Fair/Festival,STUDENT ALUMNI SOCIETY,25/2/2022,CC
9604,Gompei's Olympic Birthday: Goat for Gold,2/25/2022,7:00 AM,10:00 AM,10:00 AM,3:00 PM,3:00 PM,4:00 PM,CC ODEUM A & B,Campus Center 341 / 342 - Odeum A & B Jointly,400,0,,2022-ABNZRS,Student - Fair/Festival,STUDENT ALUMNI SOCIETY,25/2/2022,CC
9605,Gompei's Olympic Birthday: Goat for Gold,2/25/2022,7:00 AM,10:00 AM,10:00 AM,3:00 PM,3:00 PM,4:00 PM,CC ODEUM B,Campus Center 342 - Odeum B,400,0,,2022-ABNZRS,Student - Fair/Festival,STUDENT ALUMNI SOCIETY,25/2/2022,CC
9606,Gompei's Olympic Birthday: Goat for Gold,2/25/2022,7:00 AM,10:00 AM,10:00 AM,3:00 PM,3:00 PM,4:00 PM,CC ODEUM C,Campus Center 343 - Odeum C,400,0,,2022-ABNZRS,Student - Fair/Festival,STUDENT ALUMNI SOCIETY,25/2/2022,CC
9611,Post its Table sitting,2/25/2022,8:00 AM,8:00 AM,8:00 AM,5:00 PM,5:00 PM,5:00 PM,CC INDOOR TABLE (7),Campus Center - Indoor Table #7,0,,,2022-ABPCTQ,Table Sitting,DEAN OF STUDENTS OFFICE,25/2/2022,CC
9613,AYO Membership Meeting,2/25/2022,8:00 AM,8:00 AM,8:00 AM,10:00 PM,10:00 PM,10:00 PM,SL 115,Salisbury Labs 115 - Kinnicutt Hall,25,,,2022-ABPBSW,Student - Meeting,ALPHA PSI OMEGA (AYO),25/2/2022,SL
9617,IQP C22 Monteverde Presentation Practice,2/25/2022,9:00 AM,9:00 AM,9:00 AM,11:00 AM,11:00 AM,11:00 AM,OH 126,Olin Hall 126 - Classroom,25,,,2022-ABPJPS,Presentation,DEPT OF INTEGRATIVE AND GLOBAL STUDIES,25/2/2022,OH
9618,Phi Sig Office Hours,2/25/2022,9:00 AM,9:00 AM,9:00 AM,11:00 AM,11:00 AM,11:00 AM,UH 471,UH 471 - Unity Hall Conference Room (Registrar),10,,,2022-ABPCSQ,Student - Meeting,PHI SIGMA SIGMA,25/2/2022,UH
9625,Chi Omega Exec Board Meeting,2/25/2022,10:00 AM,10:00 AM,10:00 AM,12:00 PM,12:00 PM,12:00 PM,CC CHAIR'S,Campus Center 129 - Chair's Conference Room,11,0,,2022-ABPJAP,Student - Meeting,CHI OMEGA,25/2/2022,CC
9626,Food Drive/Clothing Drive,2/25/2022,10:00 AM,10:00 AM,10:00 AM,2:00 PM,2:00 PM,2:00 PM,CC INDOOR TABLE (4),Campus Center - Indoor Table #4,2,,,2022-ABPCTZ,Table Sitting,STUDENT ACTIVITIES OFFICE,25/2/2022,CC
9627,Tet Table Sitting,2/25/2022,10:00 AM,10:00 AM,10:00 AM,2:00 PM,2:00 PM,2:00 PM,CC INDOOR TABLE (1),Campus Center - Indoor Table #1,0,,,2022-ABNXMS,Student - Table Sitting,VIETNAMESE STUDENT ASSOCIATION,25/2/2022,CC
9628,EWB Chocolate and Churros,2/25/2022,10:00 AM,10:00 AM,10:00 AM,3:00 PM,3:00 PM,3:00 PM,CC INDOOR TABLE (2),Campus Center - Indoor Table #2,0,,,2022-ABPHNH,Student - Table Sitting,ENGINEERS WITHOUT BORDERS,25/2/2022,CC
